"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1","TRUE","0.00337443487908205","334","1223","59","0.0482420278004906","0.176646706586826","GO:0071363","GO:BP","cellular response to growth factor stimulus","11884","15479","c(""GO:0070848"", ""GO:0071495"")"
"query_1","TRUE","0.00385347885639807","61","1223","18","0.0147179067865904","0.295081967213115","GO:0048565","GO:BP","digestive tract development","11884","11988","c(""GO:0035295"", ""GO:0055123"")"
"query_1","TRUE","0.00417321580413041","56","1223","17","0.0139002452984464","0.303571428571429","GO:0097553","GO:BP","calcium ion transmembrane import into cytosol","11884","17473","GO:0070588"
"query_1","TRUE","0.00432047413572597","353","1223","61","0.0498773507767784","0.172804532577904","GO:0034330","GO:BP","cell junction organization","11884","7999","GO:0016043"
"query_1","TRUE","0.00432047413572597","115","1223","27","0.0220768601798855","0.234782608695652","GO:0051216","GO:BP","cartilage development","11884","12677","c(""GO:0001501"", ""GO:0048513"", ""GO:0061448"")"
"query_1","TRUE","0.00432047413572597","368","1223","63","0.0515126737530662","0.171195652173913","GO:0001944","GO:BP","vasculature development","11884","542","c(""GO:0048731"", ""GO:0072359"")"
"query_1","TRUE","0.00436432849558308","46","1223","15","0.0122649223221586","0.326086956521739","GO:0001101","GO:BP","response to acid chemical","11884","275","GO:0042221"
"query_1","TRUE","0.00457025534955477","135","1223","30","0.0245298446443173","0.222222222222222","GO:0051146","GO:BP","striated muscle cell differentiation","11884","12643","GO:0042692"
"query_1","TRUE","0.00514148532908662","15","1223","8","0.00654129190515127","0.533333333333333","GO:0070296","GO:BP","sarcoplasmic reticulum calcium ion transport","11884","14933","GO:0006816"
"query_1","TRUE","0.00522505661913763","364","1223","62","0.0506950122649223","0.17032967032967","GO:0098609","GO:BP","cell-cell adhesion","11884","17570","GO:0007155"
"query_1","TRUE","0.00522505661913763","190","1223","38","0.0310711365494685","0.2","GO:0001503","GO:BP","ossification","11884","308","GO:0032501"
"query_1","TRUE","0.00559837589834716","350","1223","60","0.0490596892886345","0.171428571428571","GO:0001568","GO:BP","blood vessel development","11884","341","c(""GO:0001944"", ""GO:0048856"")"
"query_1","TRUE","0.00605098491430345","171","1223","35","0.0286181520850368","0.204678362573099","GO:0031589","GO:BP","cell-substrate adhesion","11884","6771","GO:0007155"
"query_1","TRUE","0.00612289289209373","28","1223","11","0.00899427636958299","0.392857142857143","GO:0048002","GO:BP","antigen processing and presentation of peptide antigen","11884","11616","GO:0019882"
"query_1","TRUE","0.00654424480255177","330","1223","57","0.0466067048242028","0.172727272727273","GO:0050877","GO:BP","nervous system process","11884","12459","GO:0003008"
"query_1","TRUE","0.00689781517472394","6","1223","5","0.00408830744071954","0.833333333333333","GO:0010881","GO:BP","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","11884","4260","c(""GO:0010880"", ""GO:0010882"")"
"query_1","TRUE","0.00779465142851242","432","1223","70","0.0572363041700736","0.162037037037037","GO:0035239","GO:BP","tube morphogenesis","11884","8343","c(""GO:0009653"", ""GO:0035295"")"
"query_1","TRUE","0.00779465142851242","671","1223","100","0.0817661488143908","0.14903129657228","GO:0045595","GO:BP","regulation of cell differentiation","11884","10677","c(""GO:0030154"", ""GO:0050793"", ""GO:0050794"")"
"query_1","TRUE","0.00779465142851242","266","1223","48","0.0392477514309076","0.180451127819549","GO:0001501","GO:BP","skeletal system development","11884","306","GO:0048731"
"query_1","TRUE","0.00836638694440031","44","1223","14","0.0114472608340147","0.318181818181818","GO:0071229","GO:BP","cellular response to acid chemical","11884","15357","c(""GO:0001101"", ""GO:0070887"")"
"query_1","TRUE","0.00916699854616927","1109","1223","152","0.124284546197874","0.137060414788097","GO:0050793","GO:BP","regulation of developmental process","11884","12400","c(""GO:0032502"", ""GO:0050789"")"
"query_1","TRUE","0.0106981845413325","532","1223","82","0.0670482420278005","0.154135338345865","GO:0051094","GO:BP","positive regulation of developmental process","11884","12612","c(""GO:0032502"", ""GO:0048518"", ""GO:0050793"")"
"query_1","TRUE","0.0113788033960378","21","1223","9","0.00735895339329518","0.428571428571429","GO:0001974","GO:BP","blood vessel remodeling","11884","566","GO:0048771"
"query_1","TRUE","0.0119685058132939","228","1223","42","0.0343417825020442","0.184210526315789","GO:0050808","GO:BP","synapse organization","11884","12413","GO:0034330"
"query_1","TRUE","0.0119685058132939","68","1223","18","0.0147179067865904","0.264705882352941","GO:0055123","GO:BP","digestive system development","11884","13285","GO:0048731"
"query_1","TRUE","0.0120429937907361","265","1223","47","0.0384300899427637","0.177358490566038","GO:0016055","GO:BP","Wnt signaling pathway","11884","4845","GO:0007166"
"query_1","TRUE","0.0120429937907361","1229","1223","165","0.134914145543745","0.134255492270138","GO:0051239","GO:BP","regulation of multicellular organismal process","11884","12691","c(""GO:0032501"", ""GO:0050789"")"
"query_1","TRUE","0.0120429937907361","118","1223","26","0.0212591986917416","0.220338983050847","GO:0007162","GO:BP","negative regulation of cell adhesion","11884","2592","c(""GO:0007155"", ""GO:0030155"", ""GO:0048523"")"
"query_1","TRUE","0.0151205111522177","10","1223","6","0.00490596892886345","0.6","GO:0010880","GO:BP","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","11884","4259","c(""GO:0014808"", ""GO:0051279"")"
"query_1","TRUE","0.0157045993739984","22","1223","9","0.00735895339329518","0.409090909090909","GO:0070169","GO:BP","positive regulation of biomineral tissue development","11884","14855","c(""GO:0031214"", ""GO:0051094"", ""GO:0070167"")"
"query_1","TRUE","0.0161383372284566","712","1223","103","0.0842191332788226","0.144662921348315","GO:0016477","GO:BP","cell migration","11884","4977","GO:0048870"
"query_1","TRUE","0.0165719951252922","6150","1223","692","0.565821749795585","0.112520325203252","GO:0065007","GO:BP","biological regulation","11884","14784","GO:0008150"
"query_1","TRUE","0.0166980583133439","42","1223","13","0.0106295993458708","0.30952380952381","GO:0043200","GO:BP","response to amino acid","11884","9906","GO:0001101"
"query_1","TRUE","0.0177900290863721","32","1223","11","0.00899427636958299","0.34375","GO:0060078","GO:BP","regulation of postsynaptic membrane potential","11884","13357","GO:0042391"
"query_1","TRUE","0.0177900290863721","32","1223","11","0.00899427636958299","0.34375","GO:0043954","GO:BP","cellular component maintenance","11884","10184","GO:0016043"
"query_1","TRUE","0.0178116336295279","65","1223","17","0.0139002452984464","0.261538461538462","GO:0009612","GO:BP","response to mechanical stimulus","11884","3383","c(""GO:0009605"", ""GO:0009628"")"
"query_1","TRUE","0.0178116336295279","807","1223","114","0.0932134096484056","0.141263940520446","GO:0048870","GO:BP","cell motility","11884","12260","GO:0009987"
"query_1","TRUE","0.0187847464792929","332","1223","55","0.044971381847915","0.16566265060241","GO:0030155","GO:BP","regulation of cell adhesion","11884","6253","c(""GO:0007155"", ""GO:0050794"")"
"query_1","TRUE","0.0197577769370309","43","1223","13","0.0106295993458708","0.302325581395349","GO:0070167","GO:BP","regulation of biomineral tissue development","11884","14853","c(""GO:0031214"", ""GO:2000026"")"
"query_1","TRUE","0.0197577769370309","199","1223","37","0.0302534750613246","0.185929648241206","GO:0060537","GO:BP","muscle tissue development","11884","13721","GO:0009888"
"query_1","TRUE","0.0203366244295396","72","1223","18","0.0147179067865904","0.25","GO:0031214","GO:BP","biomineral tissue development","11884","6640","c(""GO:0009888"", ""GO:0048513"")"
"query_1","TRUE","0.0203366244295396","66","1223","17","0.0139002452984464","0.257575757575758","GO:0014902","GO:BP","myotube differentiation","11884","4546","GO:0051146"
"query_1","TRUE","0.0204742838385469","637","1223","93","0.0760425183973835","0.145996860282575","GO:0009719","GO:BP","response to endogenous stimulus","11884","3457","GO:0050896"
"query_1","TRUE","0.0209697286978936","5962","1223","671","0.548650858544563","0.112546125461255","GO:0050789","GO:BP","regulation of biological process","11884","12397","c(""GO:0008150"", ""GO:0065007"")"
"query_1","TRUE","0.0209917875286218","304","1223","51","0.0417007358953393","0.167763157894737","GO:0048514","GO:BP","blood vessel morphogenesis","11884","11950","c(""GO:0001568"", ""GO:0035239"")"
"query_1","TRUE","0.0217678835301983","429","1223","67","0.0547833197056419","0.156177156177156","GO:0007417","GO:BP","central nervous system development","11884","2776","c(""GO:0007399"", ""GO:0048731"")"
"query_1","TRUE","0.0217678835301983","85","1223","20","0.0163532297628782","0.235294117647059","GO:0006665","GO:BP","sphingolipid metabolic process","11884","2250","GO:0006629"
"query_1","TRUE","0.0227507605403474","599","1223","88","0.0719542109566639","0.146911519198664","GO:2000026","GO:BP","regulation of multicellular organismal development","11884","23538","c(""GO:0007275"", ""GO:0050793"", ""GO:0051239"")"
"query_1","TRUE","0.0230361658250364","152","1223","30","0.0245298446443173","0.197368421052632","GO:0006816","GO:BP","calcium ion transport","11884","2367","GO:0030001"
"query_1","TRUE","0.0234856858103283","105","1223","23","0.0188062142273099","0.219047619047619","GO:0060348","GO:BP","bone development","11884","13568","c(""GO:0001501"", ""GO:0048513"")"
"query_1","TRUE","0.0243258688209175","239","1223","42","0.0343417825020442","0.175732217573222","GO:0001525","GO:BP","angiogenesis","11884","318","c(""GO:0048514"", ""GO:0048646"")"
"query_1","TRUE","0.0245987523686781","902","1223","124","0.101390024529845","0.137472283813747","GO:0070887","GO:BP","cellular response to chemical stimulus","11884","15231","c(""GO:0042221"", ""GO:0051716"")"
"query_1","TRUE","0.0255547888003157","56","1223","15","0.0122649223221586","0.267857142857143","GO:0030282","GO:BP","bone mineralization","11884","6317","c(""GO:0001503"", ""GO:0031214"")"
"query_1","TRUE","0.026920067127368","45","1223","13","0.0106295993458708","0.288888888888889","GO:0051209","GO:BP","release of sequestered calcium ion into cytosol","11884","12672","GO:0097553"
"query_1","TRUE","0.026920067127368","45","1223","13","0.0106295993458708","0.288888888888889","GO:0019882","GO:BP","antigen processing and presentation","11884","5654","GO:0002376"
"query_1","TRUE","0.026920067127368","803","1223","112","0.0915780866721177","0.13947696139477","GO:0022008","GO:BP","neurogenesis","11884","6130","c(""GO:0007399"", ""GO:0030154"")"
"query_1","TRUE","0.0300981547348769","40","1223","12","0.0098119378577269","0.3","GO:0071230","GO:BP","cellular response to amino acid stimulus","11884","15358","c(""GO:0043200"", ""GO:0071229"")"
"query_1","TRUE","0.0303116001534782","8","1223","5","0.00408830744071954","0.625","GO:0110076","GO:BP","negative regulation of ferroptosis","11884","18133","c(""GO:0043069"", ""GO:0097707"", ""GO:0110075"")"
"query_1","TRUE","0.0304007942813221","191","1223","35","0.0286181520850368","0.183246073298429","GO:0043434","GO:BP","response to peptide hormone","11884","10018","c(""GO:0009725"", ""GO:1901698"", ""GO:1901700"")"
"query_1","TRUE","0.030668532625684","288","1223","48","0.0392477514309076","0.166666666666667","GO:1901699","GO:BP","cellular response to nitrogen compound","11884","20236","c(""GO:0070887"", ""GO:1901698"")"
"query_1","TRUE","0.030668532625684","5","1223","4","0.00327064595257563","0.8","GO:0015812","GO:BP","gamma-aminobutyric acid transport","11884","4686","c(""GO:0006865"", ""GO:0046942"", ""GO:0071705"")"
"query_1","TRUE","0.030837064474131","206","1223","37","0.0302534750613246","0.179611650485437","GO:0010506","GO:BP","regulation of autophagy","11884","3996","c(""GO:0006914"", ""GO:0009894"")"
"query_1","TRUE","0.0325594649154297","76","1223","18","0.0147179067865904","0.236842105263158","GO:0051897","GO:BP","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11884","13049","c(""GO:0043491"", ""GO:0051896"", ""GO:1902533"")"
"query_1","TRUE","0.0325594649154297","30","1223","10","0.00817661488143908","0.333333333333333","GO:0038063","GO:BP","collagen-activated tyrosine kinase receptor signaling pathway","11884","9057","c(""GO:0007169"", ""GO:0038065"")"
"query_1","TRUE","0.0329606601791463","70","1223","17","0.0139002452984464","0.242857142857143","GO:0046328","GO:BP","regulation of JNK cascade","11884","11266","c(""GO:0007254"", ""GO:0043408"")"
"query_1","TRUE","0.0329606601791463","122","1223","25","0.0204415372035977","0.204918032786885","GO:0070588","GO:BP","calcium ion transmembrane transport","11884","15076","c(""GO:0006816"", ""GO:0098655"")"
"query_1","TRUE","0.0343013671901641","360","1223","57","0.0466067048242028","0.158333333333333","GO:1901698","GO:BP","response to nitrogen compound","11884","20235","GO:0042221"
"query_1","TRUE","0.0351100097847215","392","1223","61","0.0498773507767784","0.155612244897959","GO:0051093","GO:BP","negative regulation of developmental process","11884","12611","c(""GO:0032502"", ""GO:0048519"", ""GO:0050793"")"
"query_1","TRUE","0.0354540117802376","5764","1223","647","0.529026982829109","0.112248438584316","GO:0050794","GO:BP","regulation of cellular process","11884","12401","c(""GO:0009987"", ""GO:0050789"")"
"query_1","TRUE","0.0388572401981352","53","1223","14","0.0114472608340147","0.264150943396226","GO:0030148","GO:BP","sphingolipid biosynthetic process","11884","6247","c(""GO:0006665"", ""GO:0008610"")"
"query_1","TRUE","0.0389964596025866","59","1223","15","0.0122649223221586","0.254237288135593","GO:0051250","GO:BP","negative regulation of lymphocyte activation","11884","12699","c(""GO:0002695"", ""GO:0046649"", ""GO:0051249"")"
"query_1","TRUE","0.0391339311844654","166","1223","31","0.0253475061324612","0.186746987951807","GO:0044057","GO:BP","regulation of system process","11884","10196","c(""GO:0003008"", ""GO:0051239"")"
"query_1","TRUE","0.0391339311844654","21","1223","8","0.00654129190515127","0.380952380952381","GO:0002474","GO:BP","antigen processing and presentation of peptide antigen via MHC class I","11884","955","GO:0048002"
"query_1","TRUE","0.03931994042397","581","1223","84","0.0686835650040883","0.144578313253012","GO:0071495","GO:BP","cellular response to endogenous stimulus","11884","15590","GO:0009719"
"query_1","TRUE","0.03931994042397","131","1223","26","0.0212591986917416","0.198473282442748","GO:0071559","GO:BP","response to transforming growth factor beta","11884","15621","GO:0070848"
"query_1","TRUE","0.0402467306990713","26","1223","9","0.00735895339329518","0.346153846153846","GO:0099565","GO:BP","chemical synaptic transmission, postsynaptic","11884","17897","c(""GO:0007166"", ""GO:0007268"", ""GO:0050877"")"
"query_1","TRUE","0.0410792113706754","174","1223","32","0.0261651676206051","0.183908045977011","GO:0141091","GO:BP","transforming growth factor beta receptor superfamily signaling pathway","11884","18772","GO:0007178"
"query_1","TRUE","0.0413835202814122","72","1223","17","0.0139002452984464","0.236111111111111","GO:0002695","GO:BP","negative regulation of leukocyte activation","11884","1167","c(""GO:0002683"", ""GO:0002694"", ""GO:0045321"", ""GO:0050866"")"
"query_1","TRUE","0.0413835202814122","937","1223","126","0.103025347506132","0.134471718249733","GO:0141124","GO:BP","intracellular signaling cassette","11884","18783","GO:0035556"
"query_1","TRUE","0.0460055585131091","319","1223","51","0.0417007358953393","0.15987460815047","GO:0030001","GO:BP","metal ion transport","11884","6211","GO:0006812"
"query_1","TRUE","0.0460055585131091","446","1223","67","0.0547833197056419","0.150224215246637","GO:0051241","GO:BP","negative regulation of multicellular organismal process","11884","12693","c(""GO:0032501"", ""GO:0048519"", ""GO:0051239"")"
"query_1","TRUE","0.0472779617272377","343","1223","54","0.0441537203597711","0.157434402332362","GO:0045597","GO:BP","positive regulation of cell differentiation","11884","10679","c(""GO:0030154"", ""GO:0045595"", ""GO:0048522"", ""GO:0051094"")"
"query_1","TRUE","0.0475580676396387","9","1223","5","0.00408830744071954","0.555555555555556","GO:0072170","GO:BP","metanephric tubule development","11884","16041","c(""GO:0035295"", ""GO:0072207"")"
"query_1","TRUE","0.0475580676396387","9","1223","5","0.00408830744071954","0.555555555555556","GO:0072234","GO:BP","metanephric nephron tubule development","11884","16101","c(""GO:0072080"", ""GO:0072170"", ""GO:0072243"")"
"query_1","TRUE","0.0475580676396387","86","1223","19","0.0155355682747343","0.22093023255814","GO:0042098","GO:BP","T cell proliferation","11884","9326","c(""GO:0042110"", ""GO:0046651"")"
"query_1","TRUE","0.0475580676396387","9","1223","5","0.00408830744071954","0.555555555555556","GO:1990253","GO:BP","cellular response to leucine starvation","11884","23279","GO:0034198"
"query_1","TRUE","0.0475580676396387","106","1223","22","0.017988552739166","0.207547169811321","GO:0006936","GO:BP","muscle contraction","11884","2444","GO:0003012"
"query_1","TRUE","0.0475580676396387","9","1223","5","0.00408830744071954","0.555555555555556","GO:0010882","GO:BP","regulation of cardiac muscle contraction by calcium ion signaling","11884","4261","c(""GO:0019722"", ""GO:0055117"")"
"query_1","TRUE","0.0483187365705431","49","1223","13","0.0106295993458708","0.26530612244898","GO:0050868","GO:BP","negative regulation of T cell activation","11884","12453","c(""GO:0042110"", ""GO:0050863"", ""GO:0051250"", ""GO:1903038"")"
"query_1","TRUE","0.0483187365705431","184","1223","33","0.026982829108749","0.179347826086957","GO:0014706","GO:BP","striated muscle tissue development","11884","4426","GO:0060537"
"query_1","TRUE","0.0483295567774072","120","1223","24","0.0196238757154538","0.2","GO:0051896","GO:BP","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11884","13048","c(""GO:0043491"", ""GO:1902531"")"
"query_1","TRUE","0.0484280065533464","127","1223","25","0.0204415372035977","0.196850393700787","GO:0071560","GO:BP","cellular response to transforming growth factor beta stimulus","11884","15622","c(""GO:0071363"", ""GO:0071559"")"
"query_1","TRUE","0.0484393656922535","3","1223","3","0.00245298446443173","1","GO:0014722","GO:BP","regulation of skeletal muscle contraction by calcium ion signaling","11884","4441","c(""GO:0014819"", ""GO:0019722"")"
"query_1","TRUE","0.0484393656922535","3","1223","3","0.00245298446443173","1","GO:0090027","GO:BP","negative regulation of monocyte chemotaxis","11884","16770","c(""GO:0002548"", ""GO:0002689"", ""GO:0071676"", ""GO:0090025"")"
"query_1","TRUE","0.0484393656922535","3","1223","3","0.00245298446443173","1","GO:1900408","GO:BP","negative regulation of cellular response to oxidative stress","11884","19383","c(""GO:0034599"", ""GO:0048523"", ""GO:1900407"", ""GO:1902883"")"
