"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1","TRUE","0.00131673272015338","166","1096","33","0.0301094890510949","0.198795180722892","GO:0044057","GO:BP","regulation of system process","11884","10196","c(""GO:0003008"", ""GO:0051239"")"
"query_1","TRUE","0.00134297271009513","15","1096","8","0.0072992700729927","0.533333333333333","GO:0070296","GO:BP","sarcoplasmic reticulum calcium ion transport","11884","14933","GO:0006816"
"query_1","TRUE","0.00134297271009513","196","1096","37","0.0337591240875912","0.188775510204082","GO:0050673","GO:BP","epithelial cell proliferation","11884","12348","GO:0008283"
"query_1","TRUE","0.00134297271009513","131","1096","28","0.0255474452554745","0.213740458015267","GO:0071559","GO:BP","response to transforming growth factor beta","11884","15621","GO:0070848"
"query_1","TRUE","0.00134297271009513","19","1096","9","0.00821167883211679","0.473684210526316","GO:0030501","GO:BP","positive regulation of bone mineralization","11884","6378","c(""GO:0030282"", ""GO:0030500"", ""GO:0045778"", ""GO:0070169"")"
"query_1","TRUE","0.00136098823004889","66","1096","18","0.0164233576642336","0.272727272727273","GO:0002062","GO:BP","chondrocyte differentiation","11884","634","c(""GO:0030154"", ""GO:0051216"")"
"query_1","TRUE","0.00147470626074958","446","1096","68","0.062043795620438","0.152466367713004","GO:0051241","GO:BP","negative regulation of multicellular organismal process","11884","12693","c(""GO:0032501"", ""GO:0048519"", ""GO:0051239"")"
"query_1","TRUE","0.00147470626074958","98","1096","23","0.020985401459854","0.23469387755102","GO:0001649","GO:BP","osteoblast differentiation","11884","354","c(""GO:0001503"", ""GO:0030154"")"
"query_1","TRUE","0.00150083715247231","532","1096","78","0.0711678832116788","0.146616541353383","GO:0051094","GO:BP","positive regulation of developmental process","11884","12612","c(""GO:0032502"", ""GO:0048518"", ""GO:0050793"")"
"query_1","TRUE","0.00150083715247231","2674","1096","302","0.275547445255474","0.112939416604338","GO:0048519","GO:BP","negative regulation of biological process","11884","11953","c(""GO:0008150"", ""GO:0050789"")"
"query_1","TRUE","0.00166357265208555","191","1096","36","0.0328467153284672","0.18848167539267","GO:0043434","GO:BP","response to peptide hormone","11884","10018","c(""GO:0009725"", ""GO:1901698"", ""GO:1901700"")"
"query_1","TRUE","0.00166357265208555","24","1096","10","0.00912408759124088","0.416666666666667","GO:0045778","GO:BP","positive regulation of ossification","11884","10840","c(""GO:0001503"", ""GO:0030278"", ""GO:0051240"")"
"query_1","TRUE","0.00188676641975432","127","1096","27","0.0246350364963504","0.21259842519685","GO:0071560","GO:BP","cellular response to transforming growth factor beta stimulus","11884","15622","c(""GO:0071363"", ""GO:0071559"")"
"query_1","TRUE","0.00188676641975432","12","1096","7","0.00638686131386861","0.583333333333333","GO:0014808","GO:BP","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","11884","4470","c(""GO:0070296"", ""GO:1903514"")"
"query_1","TRUE","0.00189966754122477","87","1096","21","0.0191605839416058","0.241379310344828","GO:0007519","GO:BP","skeletal muscle tissue development","11884","2865","c(""GO:0014706"", ""GO:0060538"")"
"query_1","TRUE","0.00189966754122477","87","1096","21","0.0191605839416058","0.241379310344828","GO:0055001","GO:BP","muscle cell development","11884","13215","c(""GO:0042692"", ""GO:0048468"")"
"query_1","TRUE","0.00189966754122477","68","1096","18","0.0164233576642336","0.264705882352941","GO:0055123","GO:BP","digestive system development","11884","13285","GO:0048731"
"query_1","TRUE","0.00189966754122477","62","1096","17","0.0155109489051095","0.274193548387097","GO:0030278","GO:BP","regulation of ossification","11884","6315","c(""GO:0001503"", ""GO:0051239"")"
"query_1","TRUE","0.00195027034267745","239","1096","42","0.0383211678832117","0.175732217573222","GO:0001525","GO:BP","angiogenesis","11884","318","c(""GO:0048514"", ""GO:0048646"")"
"query_1","TRUE","0.0019683379394072","599","1096","85","0.0775547445255474","0.141903171953255","GO:2000026","GO:BP","regulation of multicellular organismal development","11884","23538","c(""GO:0007275"", ""GO:0050793"", ""GO:0051239"")"
"query_1","TRUE","0.00197445401560337","142","1096","29","0.0264598540145985","0.204225352112676","GO:0003012","GO:BP","muscle system process","11884","1414","GO:0003008"
"query_1","TRUE","0.00230083410782691","129","1096","27","0.0246350364963504","0.209302325581395","GO:0090092","GO:BP","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","11884","16820","c(""GO:0007178"", ""GO:0009966"")"
"query_1","TRUE","0.00235404381042088","35","1096","12","0.0109489051094891","0.342857142857143","GO:0030500","GO:BP","regulation of bone mineralization","11884","6377","c(""GO:0030278"", ""GO:0030282"", ""GO:0070167"")"
"query_1","TRUE","0.00250888895578568","76","1096","19","0.0173357664233577","0.25","GO:0051897","GO:BP","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11884","13049","c(""GO:0043491"", ""GO:0051896"", ""GO:1902533"")"
"query_1","TRUE","0.00275047414464959","152","1096","30","0.0273722627737226","0.197368421052632","GO:0006816","GO:BP","calcium ion transport","11884","2367","GO:0030001"
"query_1","TRUE","0.00279177665146745","767","1096","103","0.093978102189781","0.134289439374185","GO:0042592","GO:BP","homeostatic process","11884","9598","GO:0008150"
"query_1","TRUE","0.00328739324760227","13","1096","7","0.00638686131386861","0.538461538461538","GO:1903514","GO:BP","release of sequestered calcium ion into cytosol by endoplasmic reticulum","11884","21457","GO:0051209"
"query_1","TRUE","0.00369850963061329","319","1096","51","0.0465328467153285","0.15987460815047","GO:0030001","GO:BP","metal ion transport","11884","6211","GO:0006812"
"query_1","TRUE","0.00381501793718496","902","1096","117","0.106751824817518","0.129711751662971","GO:0070887","GO:BP","cellular response to chemical stimulus","11884","15231","c(""GO:0042221"", ""GO:0051716"")"
"query_1","TRUE","0.00388842334987842","66","1096","17","0.0155109489051095","0.257575757575758","GO:0090101","GO:BP","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","11884","16826","c(""GO:0007178"", ""GO:0009968"", ""GO:0090092"")"
"query_1","TRUE","0.00388842334987842","4","1096","4","0.00364963503649635","1","GO:0014721","GO:BP","twitch skeletal muscle contraction","11884","4440","GO:0003010"
"query_1","TRUE","0.00388842334987842","4","1096","4","0.00364963503649635","1","GO:0003010","GO:BP","voluntary skeletal muscle contraction","11884","1412","GO:0003009"
"query_1","TRUE","0.00392375348515491","92","1096","21","0.0191605839416058","0.228260869565217","GO:0060538","GO:BP","skeletal muscle organ development","11884","13722","GO:0007517"
"query_1","TRUE","0.00392375348515491","304","1096","49","0.0447080291970803","0.161184210526316","GO:0048514","GO:BP","blood vessel morphogenesis","11884","11950","c(""GO:0001568"", ""GO:0035239"")"
"query_1","TRUE","0.00398319624947232","288","1096","47","0.0428832116788321","0.163194444444444","GO:1901699","GO:BP","cellular response to nitrogen compound","11884","20236","c(""GO:0070887"", ""GO:1901698"")"
"query_1","TRUE","0.00428790269759553","1699","1096","200","0.182481751824818","0.117716303708064","GO:0010646","GO:BP","regulation of cell communication","11884","4105","c(""GO:0007154"", ""GO:0050794"")"
"query_1","TRUE","0.00474481554045205","61","1096","16","0.0145985401459854","0.262295081967213","GO:0006941","GO:BP","striated muscle contraction","11884","2448","GO:0006936"
"query_1","TRUE","0.00501093486314999","1704","1096","200","0.182481751824818","0.117370892018779","GO:0023051","GO:BP","regulation of signaling","11884","6204","c(""GO:0023052"", ""GO:0050789"")"
"query_1","TRUE","0.00537837715815894","122","1096","25","0.0228102189781022","0.204918032786885","GO:0070588","GO:BP","calcium ion transmembrane transport","11884","15076","c(""GO:0006816"", ""GO:0098655"")"
"query_1","TRUE","0.00544175099241072","810","1096","106","0.0967153284671533","0.130864197530864","GO:0010647","GO:BP","positive regulation of cell communication","11884","4106","c(""GO:0007154"", ""GO:0010646"", ""GO:0048522"")"
"query_1","TRUE","0.00555439361632694","44","1096","13","0.0118613138686131","0.295454545454545","GO:0071229","GO:BP","cellular response to acid chemical","11884","15357","c(""GO:0001101"", ""GO:0070887"")"
"query_1","TRUE","0.0055855657395918","159","1096","30","0.0273722627737226","0.188679245283019","GO:0050678","GO:BP","regulation of epithelial cell proliferation","11884","12353","c(""GO:0042127"", ""GO:0050673"")"
"query_1","TRUE","0.0056732015926195","2924","1096","321","0.292883211678832","0.109781121751026","GO:0048522","GO:BP","positive regulation of cellular process","11884","11956","c(""GO:0009987"", ""GO:0048518"", ""GO:0050794"")"
"query_1","TRUE","0.00568341677854849","56","1096","15","0.0136861313868613","0.267857142857143","GO:0097553","GO:BP","calcium ion transmembrane import into cytosol","11884","17473","GO:0070588"
"query_1","TRUE","0.00569863494169184","75","1096","18","0.0164233576642336","0.24","GO:0055002","GO:BP","striated muscle cell development","11884","13216","c(""GO:0051146"", ""GO:0055001"")"
"query_1","TRUE","0.00569863494169184","75","1096","18","0.0164233576642336","0.24","GO:0050905","GO:BP","neuromuscular process","11884","12484","GO:0050877"
"query_1","TRUE","0.00569863494169184","130","1096","26","0.0237226277372263","0.2","GO:0032869","GO:BP","cellular response to insulin stimulus","11884","7354","c(""GO:0032868"", ""GO:0071375"")"
"query_1","TRUE","0.0061844134305432","814","1096","106","0.0967153284671533","0.13022113022113","GO:0023056","GO:BP","positive regulation of signaling","11884","6206","c(""GO:0023051"", ""GO:0023052"", ""GO:0048518"")"
"query_1","TRUE","0.00654726309680219","103","1096","22","0.0200729927007299","0.213592233009709","GO:0030323","GO:BP","respiratory tube development","11884","6332","c(""GO:0035295"", ""GO:0048513"")"
"query_1","TRUE","0.00654726309680219","3096","1096","337","0.307481751824818","0.108850129198966","GO:0048518","GO:BP","positive regulation of biological process","11884","11952","c(""GO:0008150"", ""GO:0050789"")"
"query_1","TRUE","0.00654726309680219","96","1096","21","0.0191605839416058","0.21875","GO:0055074","GO:BP","calcium ion homeostasis","11884","13255","c(""GO:0055080"", ""GO:0098771"")"
"query_1","TRUE","0.00654726309680219","2575","1096","286","0.260948905109489","0.111067961165049","GO:0048523","GO:BP","negative regulation of cellular process","11884","11957","c(""GO:0009987"", ""GO:0048519"", ""GO:0050794"")"
"query_1","TRUE","0.00703302430207818","626","1096","85","0.0775547445255474","0.135782747603834","GO:0051240","GO:BP","positive regulation of multicellular organismal process","11884","12692","c(""GO:0032501"", ""GO:0048518"", ""GO:0051239"")"
"query_1","TRUE","0.00771834696888337","40","1096","12","0.0109489051094891","0.3","GO:0071230","GO:BP","cellular response to amino acid stimulus","11884","15358","c(""GO:0043200"", ""GO:0071229"")"
"query_1","TRUE","0.00771834696888337","77","1096","18","0.0164233576642336","0.233766233766234","GO:0033002","GO:BP","muscle cell proliferation","11884","7457","GO:0008283"
"query_1","TRUE","0.00775023898025537","1623","1096","190","0.173357664233577","0.117067159581023","GO:0035556","GO:BP","intracellular signal transduction","11884","8505","GO:0007165"
"query_1","TRUE","0.00788026742576549","46","1096","13","0.0118613138686131","0.282608695652174","GO:0001101","GO:BP","response to acid chemical","11884","275","GO:0042221"
"query_1","TRUE","0.00788026742576549","11","1096","6","0.00547445255474453","0.545454545454545","GO:0097707","GO:BP","ferroptosis","11884","17504","GO:0012501"
"query_1","TRUE","0.00788026742576549","933","1096","118","0.107664233576642","0.126473740621651","GO:0008219","GO:BP","cell death","11884","3006","GO:0009987"
"query_1","TRUE","0.00788026742576549","332","1096","51","0.0465328467153285","0.153614457831325","GO:0030155","GO:BP","regulation of cell adhesion","11884","6253","c(""GO:0007155"", ""GO:0050794"")"
"query_1","TRUE","0.00788026742576549","933","1096","118","0.107664233576642","0.126473740621651","GO:0012501","GO:BP","programmed cell death","11884","4356","GO:0008219"
"query_1","TRUE","0.00788026742576549","803","1096","104","0.0948905109489051","0.129514321295143","GO:0022008","GO:BP","neurogenesis","11884","6130","c(""GO:0007399"", ""GO:0030154"")"
"query_1","TRUE","0.00788026742576549","11","1096","6","0.00547445255474453","0.545454545454545","GO:0110075","GO:BP","regulation of ferroptosis","11884","18132","c(""GO:0043067"", ""GO:0097707"")"
"query_1","TRUE","0.00803440367324713","105","1096","22","0.0200729927007299","0.20952380952381","GO:0060348","GO:BP","bone development","11884","13568","c(""GO:0001501"", ""GO:0048513"")"
"query_1","TRUE","0.00810412708467761","712","1096","94","0.0857664233576642","0.132022471910112","GO:0016477","GO:BP","cell migration","11884","4977","GO:0048870"
"query_1","TRUE","0.00842033593840758","515","1096","72","0.0656934306569343","0.139805825242718","GO:1902533","GO:BP","positive regulation of intracellular signal transduction","11884","20816","c(""GO:0009967"", ""GO:0035556"", ""GO:1902531"")"
"query_1","TRUE","0.00842033593840758","471","1096","67","0.0611313868613139","0.142250530785563","GO:0009887","GO:BP","animal organ morphogenesis","11884","3586","c(""GO:0009653"", ""GO:0048513"")"
"query_1","TRUE","0.00866480843173586","142","1096","27","0.0246350364963504","0.190140845070423","GO:0090287","GO:BP","regulation of cellular response to growth factor stimulus","11884","16966","c(""GO:0048583"", ""GO:0071363"")"
"query_1","TRUE","0.00902831343878101","360","1096","54","0.0492700729927007","0.15","GO:1901698","GO:BP","response to nitrogen compound","11884","20235","GO:0042221"
"query_1","TRUE","0.00918709347216832","30","1096","10","0.00912408759124088","0.333333333333333","GO:0038063","GO:BP","collagen-activated tyrosine kinase receptor signaling pathway","11884","9057","c(""GO:0007169"", ""GO:0038065"")"
"query_1","TRUE","0.00990473557320414","66","1096","16","0.0145985401459854","0.242424242424242","GO:0014902","GO:BP","myotube differentiation","11884","4546","GO:0051146"
"query_1","TRUE","0.00995747288084588","86","1096","19","0.0173357664233577","0.22093023255814","GO:0019722","GO:BP","calcium-mediated signaling","11884","5615","GO:0141124"
"query_1","TRUE","0.0108574867464833","206","1096","35","0.0319343065693431","0.169902912621359","GO:0010506","GO:BP","regulation of autophagy","11884","3996","c(""GO:0006914"", ""GO:0009894"")"
"query_1","TRUE","0.0112211368659183","42","1096","12","0.0109489051094891","0.285714285714286","GO:0043200","GO:BP","response to amino acid","11884","9906","GO:0001101"
"query_1","TRUE","0.0112803979803394","8","1096","5","0.00456204379562044","0.625","GO:0110076","GO:BP","negative regulation of ferroptosis","11884","18133","c(""GO:0043069"", ""GO:0097707"", ""GO:0110075"")"
